
----------------------------- live log collection ------------------------------
DEBUG    jax._src.path:path.py:41 etils.epath found. Using etils.epath for file I/O.

DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized computation: a860949856194993bd6382874878af79c3580062825b85f011bacd3df437cc5a
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing computation: a860949856194993bd6382874878af79c3580062825b85f011bacd3df437cc5a
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized jax_lib version: fa68a1c9139e7f4cd197843f633f3488babc580c59f9ec627ea1c945881de159
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing jax_lib version: b4d76790852bd3cf7070870de85c91a2038476f10ffa0478620de4d92d331e92
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized backend version: d01711a267aea6695c681e4e75ed43f0e973d36f19b2f3c261d517b8c32285b2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing backend version: 6ab8e565ae4a1ef11964ee9addaab1e51e43b9763a801b3e85fdec8b4d5278ad
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing XLA flags: 6ab8e565ae4a1ef11964ee9addaab1e51e43b9763a801b3e85fdec8b4d5278ad
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compile_options: 4c989d112684bca3bc7a561cf5e9c04c1693a91ed6fc0412005fe9e7644dd1d1
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compile_options: c4b6c53e6f11570d5d3e1b62b935e2abd7b693fd68c5029aed2fdbf15423ea39
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized accelerator_config: 8f6709f7f2d2fda1f062c273fd9e95b3e41920f1971ca3a1d071acad29065550
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing accelerator_config: ccc30e83bd672ba76c254d3566f588d1be35f1d7067856b5e2b5e13c238178eb
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compression: fdf6fb12cfcabee3fecd5a9e8f1758ec80c3ec89278ec4c453ab48c01c19ccbe
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing custom_hook: fdf6fb12cfcabee3fecd5a9e8f1758ec80c3ec89278ec4c453ab48c01c19ccbe
DEBUG    jax._src.compilation_cache:compilation_cache.py:229 get_executable_and_time: cache is disabled/not initialized
DEBUG    jax._src.compiler:compiler.py:112 PERSISTENT COMPILATION CACHE MISS for 'jit_broadcast_in_dim' with key 'jit_broadcast_in_dim-fdf6fb12cfcabee3fecd5a9e8f1758ec80c3ec89278ec4c453ab48c01c19ccbe'
DEBUG    jax._src.compiler:compiler.py:833 Not writing persistent cache entry for 'jit_broadcast_in_dim' because it took < 1.00 seconds to compile (0.01s)
DEBUG    jax._src.dispatch:dispatch.py:206 Finished XLA compilation of jit(broadcast_in_dim) in 0.012278795 sec
DEBUG    jax._src.dispatch:dispatch.py:206 Finished tracing + transforming negative for pjit in 0.000253677 sec
DEBUG    jax._src.interpreters.pxla:pxla.py:1939 Compiling jit(negative) with global shapes and types (ShapedArray(float32[15000,5]),). Argument mapping: (UnspecifiedValue,).
DEBUG    jax._src.dispatch:dispatch.py:206 Finished jaxpr to MLIR module conversion jit(negative) in 0.002175093 sec
DEBUG    jax._src.compiler:compiler.py:166 get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CpuDevice(id=0)]]
DEBUG    jax._src.compiler:compiler.py:248 get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized computation: e8c4769f18f4a53b1d22f4e692e80b959a45b770c45f2ff21583ebfb8aaeba4c
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing computation: e8c4769f18f4a53b1d22f4e692e80b959a45b770c45f2ff21583ebfb8aaeba4c
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized jax_lib version: fa68a1c9139e7f4cd197843f633f3488babc580c59f9ec627ea1c945881de159
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing jax_lib version: f206d3de8e98606a718d203a1f410f9445c32dba5f7749dddc4d8f42255438d0
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized backend version: d01711a267aea6695c681e4e75ed43f0e973d36f19b2f3c261d517b8c32285b2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing backend version: de0f0e3fcb852a3f36806cf1b94d8beb96207baa1929b1e9cbf34c4a160b0522
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing XLA flags: de0f0e3fcb852a3f36806cf1b94d8beb96207baa1929b1e9cbf34c4a160b0522
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compile_options: 4c989d112684bca3bc7a561cf5e9c04c1693a91ed6fc0412005fe9e7644dd1d1
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compile_options: d905141b96dffdc690209684b6878af01f73ba9815d423426e8ba4a5130e8a1c
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized accelerator_config: 8f6709f7f2d2fda1f062c273fd9e95b3e41920f1971ca3a1d071acad29065550
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing accelerator_config: 6c62337bda3982b98893c0447c8a3780beb6a1e879188c0a947628efaafdd6f4
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compression: 0ec0d373a0d6a81879a2422b8227e18c0df5562d8264cefc7a8484e74c8aba7b
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing custom_hook: 0ec0d373a0d6a81879a2422b8227e18c0df5562d8264cefc7a8484e74c8aba7b
DEBUG    jax._src.compilation_cache:compilation_cache.py:229 get_executable_and_time: cache is disabled/not initialized
DEBUG    jax._src.compiler:compiler.py:112 PERSISTENT COMPILATION CACHE MISS for 'jit_negative' with key 'jit_negative-0ec0d373a0d6a81879a2422b8227e18c0df5562d8264cefc7a8484e74c8aba7b'
DEBUG    jax._src.compiler:compiler.py:833 Not writing persistent cache entry for 'jit_negative' because it took < 1.00 seconds to compile (0.01s)
DEBUG    jax._src.dispatch:dispatch.py:206 Finished XLA compilation of jit(negative) in 0.012895107 sec
PASSED                                                                   [ 59%]
tests/test_manifolds_jax.py::test_scalar_mul[Euclidean-5-float64] PASSED [ 59%]
tests/test_manifolds_jax.py::test_expmap_retraction_logmap[Euclidean-5-float64] PASSED [ 59%]
tests/test_manifolds_jax.py::test_addition[Hyperboloid-5-float64] 
-------------------------------- live log setup --------------------------------
DEBUG    jax._src.dispatch:dispatch.py:206 Finished tracing + transforming _power for pjit in 0.000324011 sec
DEBUG    jax._src.interpreters.pxla:pxla.py:1939 Compiling jit(_power) with global shapes and types (ShapedArray(float32[1]), ShapedArray(float32[], weak_type=True)). Argument mapping: (UnspecifiedValue, UnspecifiedValue).
DEBUG    jax._src.dispatch:dispatch.py:206 Finished jaxpr to MLIR module conversion jit(_power) in 0.002753019 sec
DEBUG    jax._src.compiler:compiler.py:166 get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CpuDevice(id=0)]]
DEBUG    jax._src.compiler:compiler.py:248 get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized computation: 8a274aabb11887bf5d843c6f4657ddc6fdb8d566770598b308fdd64c6280f6ce
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing computation: 8a274aabb11887bf5d843c6f4657ddc6fdb8d566770598b308fdd64c6280f6ce
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized jax_lib version: fa68a1c9139e7f4cd197843f633f3488babc580c59f9ec627ea1c945881de159
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing jax_lib version: 737e6a343a05eb2c62b37ac9625917eb200c3f03e0038f8316ec6d61e7d00006
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized backend version: d01711a267aea6695c681e4e75ed43f0e973d36f19b2f3c261d517b8c32285b2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing backend version: d36f846eaec6931c387c37021a259e67782b12b7e32137e2d2f576bebaad4006
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing XLA flags: d36f846eaec6931c387c37021a259e67782b12b7e32137e2d2f576bebaad4006
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compile_options: 8a304926931cc1be559f19a32cb5e1132730af8a9a3feab79a2908da49e7022a
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compile_options: 2e1c5b5915fbc95c76d61a4a422e299f6a2121eab5b689a935371e69e1de9f1b
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized accelerator_config: 8f6709f7f2d2fda1f062c273fd9e95b3e41920f1971ca3a1d071acad29065550
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing accelerator_config: 229d21998c25513cf5142db0c51f1bf946358dd54c8f48fe0502ec17173b4145
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compression: a9e4773aa85b8f3b2193d8334a978fbbabb8827a6ba8f4e49e9ed66a0df928f0
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing custom_hook: a9e4773aa85b8f3b2193d8334a978fbbabb8827a6ba8f4e49e9ed66a0df928f0
DEBUG    jax._src.compilation_cache:compilation_cache.py:229 get_executable_and_time: cache is disabled/not initialized
DEBUG    jax._src.compiler:compiler.py:112 PERSISTENT COMPILATION CACHE MISS for 'jit__power' with key 'jit__power-a9e4773aa85b8f3b2193d8334a978fbbabb8827a6ba8f4e49e9ed66a0df928f0'
DEBUG    jax._src.compiler:compiler.py:833 Not writing persistent cache entry for 'jit__power' because it took < 1.00 seconds to compile (0.01s)
DEBUG    jax._src.dispatch:dispatch.py:206 Finished XLA compilation of jit(_power) in 0.013593674 sec
SKIPPED (Hyperboloid sampling path pending JAX conversion utilities)     [ 59%]
tests/test_manifolds_jax.py::test_scalar_mul[Hyperboloid-5-float64] SKIPPED [ 59%]
tests/test_manifolds_jax.py::test_expmap_retraction_logmap[Hyperboloid-5-float64] SKIPPED [ 59%]
tests/test_manifolds_jax.py::test_addition[Hyperboloid-5-float32] SKIPPED [ 59%]
tests/test_manifolds_jax.py::test_scalar_mul[Hyperboloid-5-float32] SKIPPED [ 59%]
tests/test_manifolds_jax.py::test_expmap_retraction_logmap[Hyperboloid-5-float32] SKIPPED [ 60%]
tests/test_manifolds_jax.py::test_addition[Hyperboloid-2-float64] SKIPPED [ 60%]
tests/test_manifolds_jax.py::test_scalar_mul[Hyperboloid-2-float64] SKIPPED [ 60%]
tests/test_manifolds_jax.py::test_expmap_retraction_logmap[Hyperboloid-2-float64] SKIPPED [ 60%]
tests/test_manifolds_jax.py::test_addition[Hyperboloid-10-float64] SKIPPED [ 60%]
tests/test_manifolds_jax.py::test_scalar_mul[Hyperboloid-10-float64] SKIPPED [ 60%]
tests/test_manifolds_jax.py::test_expmap_retraction_logmap[Hyperboloid-10-float64] SKIPPED [ 60%]
tests/test_manifolds_jax.py::test_addition[Hyperboloid-10-float32] SKIPPED [ 60%]
tests/test_manifolds_jax.py::test_scalar_mul[Hyperboloid-10-float32] SKIPPED [ 60%]
tests/test_manifolds_jax.py::test_expmap_retraction_logmap[Hyperboloid-10-float32] SKIPPED [ 61%]
tests/test_manifolds_jax.py::test_addition[Euclidean-10-float64] 
-------------------------------- live log call ---------------------------------
DEBUG    jax._src.dispatch:dispatch.py:206 Finished tracing + transforming split for pjit in 0.000278950 sec
DEBUG    jax._src.interpreters.pxla:pxla.py:1939 Compiling jit(split) with global shapes and types (ShapedArray(float32[15000,10]),). Argument mapping: (UnspecifiedValue,).
DEBUG    jax._src.dispatch:dispatch.py:206 Finished jaxpr to MLIR module conversion jit(split) in 0.002784729 sec
DEBUG    jax._src.compiler:compiler.py:166 get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CpuDevice(id=0)]]
DEBUG    jax._src.compiler:compiler.py:248 get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized computation: f2e26935c180f3e7045d853e3effe3385a0e817d64de9c0b5595d608d65eff98
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing computation: f2e26935c180f3e7045d853e3effe3385a0e817d64de9c0b5595d608d65eff98
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized jax_lib version: fa68a1c9139e7f4cd197843f633f3488babc580c59f9ec627ea1c945881de159
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing jax_lib version: 31426cb667827e2d1f512b11615331d007c615a3cd056323430e0c7b96fdcdb9
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized backend version: d01711a267aea6695c681e4e75ed43f0e973d36f19b2f3c261d517b8c32285b2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing backend version: 052a680ca90c8a039662e13ff0b036d64fc89f5e3137eef9f7139052fba87ace
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing XLA flags: 052a680ca90c8a039662e13ff0b036d64fc89f5e3137eef9f7139052fba87ace
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compile_options: 72414d33b87d9bc7dc117792f17108240cf0fc89dcfd758dbc1c570ebb89f4be
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compile_options: 3c8b29a3b0bf7afe499ffe9ec925aa30369ce7dbdef0ba8a81a18a7df0099af0
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized accelerator_config: 8f6709f7f2d2fda1f062c273fd9e95b3e41920f1971ca3a1d071acad29065550
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing accelerator_config: de1d0dbc7e3b2caf7dce6c1983b9cd61df9c977db2b556a27244fcca4804405a
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compression: d5ccef550c0d129cc4aa90c47c0d0842d6dfa556af06eee442e291f73aea81eb
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing custom_hook: d5ccef550c0d129cc4aa90c47c0d0842d6dfa556af06eee442e291f73aea81eb
DEBUG    jax._src.compilation_cache:compilation_cache.py:229 get_executable_and_time: cache is disabled/not initialized
DEBUG    jax._src.compiler:compiler.py:112 PERSISTENT COMPILATION CACHE MISS for 'jit_split' with key 'jit_split-d5ccef550c0d129cc4aa90c47c0d0842d6dfa556af06eee442e291f73aea81eb'
DEBUG    jax._src.compiler:compiler.py:833 Not writing persistent cache entry for 'jit_split' because it took < 1.00 seconds to compile (0.01s)
DEBUG    jax._src.dispatch:dispatch.py:206 Finished XLA compilation of jit(split) in 0.012574911 sec
DEBUG    jax._src.dispatch:dispatch.py:206 Finished tracing + transforming broadcast_in_dim for pjit in 0.000422239 sec
DEBUG    jax._src.interpreters.pxla:pxla.py:1939 Compiling jit(broadcast_in_dim) with global shapes and types (ShapedArray(float32[]),). Argument mapping: (UnspecifiedValue,).
DEBUG    jax._src.dispatch:dispatch.py:206 Finished jaxpr to MLIR module conversion jit(broadcast_in_dim) in 0.002170324 sec
DEBUG    jax._src.compiler:compiler.py:166 get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CpuDevice(id=0)]]
DEBUG    jax._src.compiler:compiler.py:248 get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized computation: 6d3cd73d60f446aee5219cd5d025625ca673bd63e08f6dda7f44aa62367d09c8
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing computation: 6d3cd73d60f446aee5219cd5d025625ca673bd63e08f6dda7f44aa62367d09c8
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized jax_lib version: fa68a1c9139e7f4cd197843f633f3488babc580c59f9ec627ea1c945881de159
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing jax_lib version: 1ebbfd8c1191bce07adc7155c3b1baf9ece2f0e6f7bd216a7db51ecf448b6246
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized backend version: d01711a267aea6695c681e4e75ed43f0e973d36f19b2f3c261d517b8c32285b2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing backend version: e84fb87b8a249cf30cce2e13c4bdb770a068052c63dd81c22393df16777323be
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing XLA flags: e84fb87b8a249cf30cce2e13c4bdb770a068052c63dd81c22393df16777323be
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compile_options: 4c989d112684bca3bc7a561cf5e9c04c1693a91ed6fc0412005fe9e7644dd1d1
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compile_options: 653def62d44f8bffc9fe4e010c7812d5969e9703fdf2f0eb09a72bb2421a3ab7
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized accelerator_config: 8f6709f7f2d2fda1f062c273fd9e95b3e41920f1971ca3a1d071acad29065550
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing accelerator_config: 757d49418a5a8394803a36bf1030bdb0d37086ee690807ff51a401034061e41d
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compression: 920ad32cc7fc3235566e8bbd117ab56c9f2f0f77a3415d42161f245c8a2f5dc4
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing custom_hook: 920ad32cc7fc3235566e8bbd117ab56c9f2f0f77a3415d42161f245c8a2f5dc4
DEBUG    jax._src.compilation_cache:compilation_cache.py:229 get_executable_and_time: cache is disabled/not initialized
DEBUG    jax._src.compiler:compiler.py:112 PERSISTENT COMPILATION CACHE MISS for 'jit_broadcast_in_dim' with key 'jit_broadcast_in_dim-920ad32cc7fc3235566e8bbd117ab56c9f2f0f77a3415d42161f245c8a2f5dc4'
DEBUG    jax._src.compiler:compiler.py:833 Not writing persistent cache entry for 'jit_broadcast_in_dim' because it took < 1.00 seconds to compile (0.01s)
DEBUG    jax._src.dispatch:dispatch.py:206 Finished XLA compilation of jit(broadcast_in_dim) in 0.011679411 sec
DEBUG    jax._src.dispatch:dispatch.py:206 Finished tracing + transforming negative for pjit in 0.000283957 sec
DEBUG    jax._src.interpreters.pxla:pxla.py:1939 Compiling jit(negative) with global shapes and types (ShapedArray(float32[15000,10]),). Argument mapping: (UnspecifiedValue,).
DEBUG    jax._src.dispatch:dispatch.py:206 Finished jaxpr to MLIR module conversion jit(negative) in 0.002228022 sec
DEBUG    jax._src.compiler:compiler.py:166 get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CpuDevice(id=0)]]
DEBUG    jax._src.compiler:compiler.py:248 get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized computation: 0e5be493fe90ed1ca5e48234b1d52340a24f1343fba0181376e4eebbd17aef51
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing computation: 0e5be493fe90ed1ca5e48234b1d52340a24f1343fba0181376e4eebbd17aef51
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized jax_lib version: fa68a1c9139e7f4cd197843f633f3488babc580c59f9ec627ea1c945881de159
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing jax_lib version: 27a2f4eb44e96c0ae681125d9b5f7933564d76c01a6f010ffc5d0a04e1a46cf1
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized backend version: d01711a267aea6695c681e4e75ed43f0e973d36f19b2f3c261d517b8c32285b2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing backend version: 19f47598a5ebe95780c0de8ca267456106e47098b3afc42e328a2176838e8d53
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing XLA flags: 19f47598a5ebe95780c0de8ca267456106e47098b3afc42e328a2176838e8d53
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compile_options: 4c989d112684bca3bc7a561cf5e9c04c1693a91ed6fc0412005fe9e7644dd1d1
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compile_options: 11d9fad1e124d87f5d92fec16850e103af933d06aa4cb995972547114bef473d
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized accelerator_config: 8f6709f7f2d2fda1f062c273fd9e95b3e41920f1971ca3a1d071acad29065550
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing accelerator_config: 19451471811ccbc6f8962dc58ca4e777a6fb287aaf0ae7bbecbb892444a8fce7
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compression: 0ea55c28f8014d8886b6248fe3da5d588f55c0823847a6b4579f1131b051b5e2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compression: a45b113b42006e7a14cc65e0b3c70e9b5cf33a9e791357f4af65409362738a23
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized custom_hook: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing custom_hook: a45b113b42006e7a14cc65e0b3c70e9b5cf33a9e791357f4af65409362738a23
DEBUG    jax._src.compilation_cache:compilation_cache.py:229 get_executable_and_time: cache is disabled/not initialized
DEBUG    jax._src.compiler:compiler.py:112 PERSISTENT COMPILATION CACHE MISS for 'jit_negative' with key 'jit_negative-a45b113b42006e7a14cc65e0b3c70e9b5cf33a9e791357f4af65409362738a23'
DEBUG    jax._src.compiler:compiler.py:833 Not writing persistent cache entry for 'jit_negative' because it took < 1.00 seconds to compile (0.01s)
DEBUG    jax._src.dispatch:dispatch.py:206 Finished XLA compilation of jit(negative) in 0.013159752 sec
PASSED                                                                   [ 61%]
tests/test_manifolds_jax.py::test_scalar_mul[Euclidean-10-float64] PASSED [ 61%]
tests/test_manifolds_jax.py::test_expmap_retraction_logmap[Euclidean-10-float64] PASSED [ 61%]
tests/test_manifolds_jax.py::test_addition[PoincareBall-10-float64] 
-------------------------------- live log setup --------------------------------
DEBUG    jax._src.dispatch:dispatch.py:206 Finished tracing + transforming convert_element_type for pjit in 0.000211000 sec
DEBUG    jax._src.interpreters.pxla:pxla.py:1939 Compiling jit(convert_element_type) with global shapes and types (ShapedArray(float32[15000,10]),). Argument mapping: (UnspecifiedValue,).
DEBUG    jax._src.dispatch:dispatch.py:206 Finished jaxpr to MLIR module conversion jit(convert_element_type) in 0.001877069 sec
DEBUG    jax._src.compiler:compiler.py:166 get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CpuDevice(id=0)]]
DEBUG    jax._src.compiler:compiler.py:248 get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized computation: f013858078a846c2dac4f9a1d6ef073396716237ea7798ad19f8dd5ef90de691
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing computation: f013858078a846c2dac4f9a1d6ef073396716237ea7798ad19f8dd5ef90de691
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized jax_lib version: fa68a1c9139e7f4cd197843f633f3488babc580c59f9ec627ea1c945881de159
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing jax_lib version: d351f875d803f9bc36429849c1ae7ddeb1460573453b5927ee641aa2b303a4d1
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized backend version: d01711a267aea6695c681e4e75ed43f0e973d36f19b2f3c261d517b8c32285b2
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing backend version: 39e576f64914d828f623f6f26812692e938e3e76b99b198ed8307ea8e15c100a
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized XLA flags: e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing XLA flags: 39e576f64914d828f623f6f26812692e938e3e76b99b198ed8307ea8e15c100a
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized compile_options: 4c989d112684bca3bc7a561cf5e9c04c1693a91ed6fc0412005fe9e7644dd1d1
DEBUG    jax._src.cache_key:cache_key.py:162 get_cache_key hash after serializing compile_options: 344454fafce650cdeca5a81ec3ba56b7b0553f60d2fd3d644d0c72c9e02aa767
DEBUG    jax._src.cache_key:cache_key.py:156 get_cache_key hash of serialized accelerator_config: 8f6709f7f2d2fda1f062c273fd9e95b3e41920f1971ca3a1d071acad29065550
